source_job_id,title,company_name,salary_text,city,district,experience,education,industry,company_size,financing_stage,skills,description,source,source_url,publish_time,crawl_time
51job-00128,前端开发工程师,成都博思信息有限公司,8-24K·13薪,成都,青羊区,3-5年,本科,电子商务,20-99人,A轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，参与组件库建设和性能优化，熟悉 React/Vue 技术栈，有 TypeScript 项目经验。,51job,https://51job.example.invalid/jobs/128,2026-06-04,2026-06-03 14:15:30
51job-00129,Python 后端工程师,成都蓉创科技有限公司,10-28K,成都,锦江区,3-5年,大专,软件服务,100-499人,B轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，参与系统架构设计，使用 Python、FastAPI、PostgreSQL、Redis、Docker 构建稳定高效的微服务接口。,51job,https://51job.example.invalid/jobs/129,2026-04-14,2026-06-02 07:15:30
liepin-00130,数据开发工程师,成都天府科技有限公司,14-27K·14薪,成都,天府新区,5-10年,本科,互联网,20-99人,未融资,"SQL,Python,Spark,Hadoop,数据仓库",负责数据仓库建设和 ETL 流程开发，熟悉 Spark/Hive/Hadoop 生态，有海量数据处理经验优先。,liepin,https://liepin.example.invalid/jobs/130,2026-03-28,2026-06-03 20:15:30
lagou-00131,数据分析师,成都星河信息有限公司,10-17K·14薪,成都,金牛区,5-10年,不限,教育培训,1000-9999人,未融资,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据看板搭建，熟练 SQL、Excel 和 Python，能独立完成分析报告。,lagou,https://lagou.example.invalid/jobs/131,2026-03-30,2026-06-02 15:15:30
boss-00132,UI 设计师,成都云智软件有限公司,8-20K,成都,天府新区,不限,大专,教育培训,20-99人,未融资,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范制定和交互细节优化，熟悉 Figma 和 PS，对用户体验有较高追求。,boss,https://boss.example.invalid/jobs/132,2026-03-10,2026-06-03 08:15:30
boss-00133,数据开发工程师,成都博思信息有限公司,10-22K,成都,天府新区,5-10年,本科,金融科技,1000-9999人,B轮,"SQL,Python,Spark,Hadoop,数据仓库",负责数据仓库建设和 ETL 流程开发，熟悉 Spark/Hive/Hadoop 生态，有海量数据处理经验优先。,boss,https://boss.example.invalid/jobs/133,2026-05-31,2026-06-03 11:15:30
51job-00134,算法工程师,成都博思信息有限公司,20-34K,成都,武侯区,不限,不限,电子商务,1000-9999人,上市公司,"Python,机器学习,深度学习,C++",负责推荐/搜索/广告等算法模型开发与优化，熟悉主流深度学习框架，有实际业务落地经验。,51job,https://51job.example.invalid/jobs/134,2026-05-13,2026-06-02 03:15:30
lagou-00135,UI 设计师,成都蓉创信息有限公司,8-16K,成都,天府新区,不限,硕士,教育培训,20-99人,天使轮,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范制定和交互细节优化，熟悉 Figma 和 PS，对用户体验有较高追求。,lagou,https://lagou.example.invalid/jobs/135,2026-04-21,2026-06-04 04:15:30
liepin-00136,Java 开发工程师,成都博思软件有限公司,12-19K,成都,高新区,1-3年,不限,软件服务,500-999人,天使轮,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发与维护，熟悉 Spring Boot、MySQL、Redis 和 Linux 环境部署，有分布式项目经验优先。,liepin,https://liepin.example.invalid/jobs/136,2026-05-04,2026-06-04 18:15:30
lagou-00137,销售经理,成都天府软件有限公司,8-22K,成都,成华区,3-5年,不限,教育培训,100-499人,上市公司,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，制定销售策略并完成业绩指标，具备较强的客户沟通能力。,lagou,https://lagou.example.invalid/jobs/137,2026-05-17,2026-06-02 05:15:30
liepin-00138,电商运营,成都博思信息有限公司,4-16K,成都,金牛区,5-10年,大专,企业服务,1000-9999人,天使轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备天猫/京东等电商平台运营经验，善于数据驱动增长。,liepin,https://liepin.example.invalid/jobs/138,2026-03-07,2026-06-02 18:15:30
boss-00139,数据开发工程师,成都锦城软件有限公司,11-29K,成都,双流区,3-5年,大专,电子商务,20-99人,B轮,"SQL,Python,Spark,Hadoop,数据仓库",负责数据仓库建设和 ETL 流程开发，熟悉 Spark/Hive/Hadoop 生态，有海量数据处理经验优先。,boss,https://boss.example.invalid/jobs/139,2026-04-12,2026-06-02 00:15:30
51job-00140,UI 设计师,成都星河信息有限公司,6-13K·14薪,成都,双流区,1-3年,硕士,软件服务,500-999人,A轮,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范制定和交互细节优化，熟悉 Figma 和 PS，对用户体验有较高追求。,51job,https://51job.example.invalid/jobs/140,2026-03-10,2026-06-04 18:15:30
lagou-00141,数据分析师,成都鼎新数据有限公司,6-22K·13薪,成都,青羊区,5-10年,本科,电子商务,500-999人,A轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据看板搭建，熟练 SQL、Excel 和 Python，能独立完成分析报告。,lagou,https://lagou.example.invalid/jobs/141,2026-04-15,2026-06-03 17:15:30
51job-00142,电商运营,成都博思科技有限公司,4-18K·14薪,成都,青羊区,1-3年,大专,互联网,500-999人,C轮及以上,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备天猫/京东等电商平台运营经验，善于数据驱动增长。,51job,https://51job.example.invalid/jobs/142,2026-04-18,2026-06-03 07:15:30
lagou-00143,数据开发工程师,成都博思信息有限公司,13-26K·13薪,成都,青羊区,3-5年,本科,企业服务,1000-9999人,上市公司,"SQL,Python,Spark,Hadoop,数据仓库",负责数据仓库建设和 ETL 流程开发，熟悉 Spark/Hive/Hadoop 生态，有海量数据处理经验优先。,lagou,https://lagou.example.invalid/jobs/143,2026-04-23,2026-06-03 18:15:30
lagou-00144,前端开发工程师,成都云智科技有限公司,9-19K,成都,天府新区,不限,不限,金融科技,100-499人,上市公司,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，参与组件库建设和性能优化，熟悉 React/Vue 技术栈，有 TypeScript 项目经验。,lagou,https://lagou.example.invalid/jobs/144,2026-05-12,2026-06-02 02:15:30
lagou-00145,数据开发工程师,成都宏图软件有限公司,11-22K,成都,天府新区,不限,硕士,互联网,20-99人,C轮及以上,"SQL,Python,Spark,Hadoop,数据仓库",负责数据仓库建设和 ETL 流程开发，熟悉 Spark/Hive/Hadoop 生态，有海量数据处理经验优先。,lagou,https://lagou.example.invalid/jobs/145,2026-04-18,2026-06-04 16:15:30
lagou-00146,产品经理,成都锦城信息有限公司,8-25K,成都,武侯区,3-5年,本科,电子商务,1000-9999人,未融资,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计工具和敏捷开发流程，具备跨团队沟通协调能力。,lagou,https://lagou.example.invalid/jobs/146,2026-05-23,2026-06-02 04:15:30
lagou-00147,电商运营,成都云智科技有限公司,8-14K·13薪,成都,成华区,5-10年,硕士,教育培训,1000-9999人,未融资,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备天猫/京东等电商平台运营经验，善于数据驱动增长。,lagou,https://lagou.example.invalid/jobs/147,2026-03-09,2026-06-04 13:15:30
51job-00148,Java 开发工程师,成都天府信息有限公司,11-25K·14薪,成都,武侯区,5-10年,本科,互联网,20-99人,上市公司,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发与维护，熟悉 Spring Boot、MySQL、Redis 和 Linux 环境部署，有分布式项目经验优先。,51job,https://51job.example.invalid/jobs/148,2026-03-29,2026-06-04 18:15:30
51job-00149,销售经理,成都博思科技有限公司,4-19K,成都,高新区,1-3年,大专,教育培训,1000-9999人,上市公司,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，制定销售策略并完成业绩指标，具备较强的客户沟通能力。,51job,https://51job.example.invalid/jobs/149,2026-05-09,2026-06-04 05:15:30
51job-00150,运维工程师,成都天府科技有限公司,8-16K,成都,高新区,5-10年,本科,互联网,500-999人,B轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署上线、监控告警和故障排查，熟悉 Linux、Docker 和 Kubernetes 容器编排。,51job,https://51job.example.invalid/jobs/150,2026-05-23,2026-06-02 16:15:30
liepin-00151,测试工程师,成都星河数据有限公司,9-18K,成都,锦江区,不限,不限,电子商务,100-499人,B轮,"Python,SQL,Linux",负责接口测试、自动化测试用例编写和质量保障，熟悉 Python 脚本和 SQL 查询，有 CI/CD 集成经验优先。,liepin,https://liepin.example.invalid/jobs/151,2026-03-09,2026-06-02 23:15:30
boss-00152,测试工程师,成都鼎新数据有限公司,7-13K,成都,高新区,1-3年,不限,软件服务,1000-9999人,B轮,"Python,SQL,Linux",负责接口测试、自动化测试用例编写和质量保障，熟悉 Python 脚本和 SQL 查询，有 CI/CD 集成经验优先。,boss,https://boss.example.invalid/jobs/152,2026-04-26,2026-06-02 15:15:30
boss-00153,UI 设计师,成都星河数据有限公司,8-14K·13薪,成都,武侯区,不限,本科,金融科技,1000-9999人,未融资,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范制定和交互细节优化，熟悉 Figma 和 PS，对用户体验有较高追求。,boss,https://boss.example.invalid/jobs/153,2026-04-20,2026-06-02 01:15:30
liepin-00154,销售经理,成都蓉创数据有限公司,8-19K·13薪,成都,锦江区,1-3年,不限,软件服务,1000-9999人,A轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，制定销售策略并完成业绩指标，具备较强的客户沟通能力。,liepin,https://liepin.example.invalid/jobs/154,2026-05-18,2026-06-03 13:15:30
51job-00155,电商运营,成都天府软件有限公司,4-16K,成都,青羊区,1-3年,本科,互联网,1000-9999人,A轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备天猫/京东等电商平台运营经验，善于数据驱动增长。,51job,https://51job.example.invalid/jobs/155,2026-03-16,2026-06-02 08:15:30
liepin-00156,测试工程师,成都天府软件有限公司,8-17K,成都,锦江区,1-3年,硕士,电子商务,500-999人,上市公司,"Python,SQL,Linux",负责接口测试、自动化测试用例编写和质量保障，熟悉 Python 脚本和 SQL 查询，有 CI/CD 集成经验优先。,liepin,https://liepin.example.invalid/jobs/156,2026-04-27,2026-06-03 06:15:30
51job-00157,数据分析师,成都天府信息有限公司,8-21K·14薪,成都,双流区,不限,硕士,智能制造,100-499人,B轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据看板搭建，熟练 SQL、Excel 和 Python，能独立完成分析报告。,51job,https://51job.example.invalid/jobs/157,2026-04-19,2026-06-04 09:15:30
51job-00158,运维工程师,成都博思软件有限公司,10-17K,成都,青羊区,5-10年,硕士,教育培训,1000-9999人,C轮及以上,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署上线、监控告警和故障排查，熟悉 Linux、Docker 和 Kubernetes 容器编排。,51job,https://51job.example.invalid/jobs/158,2026-05-03,2026-06-04 04:15:30
boss-00159,UI 设计师,成都锦城科技有限公司,5-18K·14薪,成都,武侯区,5-10年,本科,企业服务,1000-9999人,未融资,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范制定和交互细节优化，熟悉 Figma 和 PS，对用户体验有较高追求。,boss,https://boss.example.invalid/jobs/159,2026-05-04,2026-06-03 02:15:30
liepin-00160,产品经理,成都锦城数据有限公司,9-22K,成都,金牛区,5-10年,不限,电子商务,1000-9999人,未融资,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计工具和敏捷开发流程，具备跨团队沟通协调能力。,liepin,https://liepin.example.invalid/jobs/160,2026-04-15,2026-06-02 12:15:30
liepin-00161,测试工程师,成都鼎新软件有限公司,7-17K,成都,青羊区,5-10年,硕士,电子商务,20-99人,A轮,"Python,SQL,Linux",负责接口测试、自动化测试用例编写和质量保障，熟悉 Python 脚本和 SQL 查询，有 CI/CD 集成经验优先。,liepin,https://liepin.example.invalid/jobs/161,2026-03-30,2026-06-02 10:15:30
lagou-00162,Python 后端工程师,成都锦城数据有限公司,12-22K·14薪,成都,青羊区,5-10年,硕士,软件服务,1000-9999人,上市公司,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，参与系统架构设计，使用 Python、FastAPI、PostgreSQL、Redis、Docker 构建稳定高效的微服务接口。,lagou,https://lagou.example.invalid/jobs/162,2026-03-30,2026-06-04 01:15:30
boss-00163,算法工程师,成都博思科技有限公司,19-38K,成都,青羊区,1-3年,本科,企业服务,20-99人,C轮及以上,"Python,机器学习,深度学习,C++",负责推荐/搜索/广告等算法模型开发与优化，熟悉主流深度学习框架，有实际业务落地经验。,boss,https://boss.example.invalid/jobs/163,2026-04-08,2026-06-02 17:15:30
lagou-00164,前端开发工程师,成都宏图数据有限公司,9-22K·14薪,成都,天府新区,5-10年,硕士,教育培训,20-99人,A轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，参与组件库建设和性能优化，熟悉 React/Vue 技术栈，有 TypeScript 项目经验。,lagou,https://lagou.example.invalid/jobs/164,2026-05-21,2026-06-03 14:15:30
boss-00165,销售经理,成都天府数据有限公司,5-21K,成都,锦江区,1-3年,本科,智能制造,100-499人,C轮及以上,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，制定销售策略并完成业绩指标，具备较强的客户沟通能力。,boss,https://boss.example.invalid/jobs/165,2026-04-25,2026-06-04 08:15:30
liepin-00166,销售经理,成都锦城信息有限公司,5-23K·13薪,成都,锦江区,3-5年,大专,软件服务,500-999人,B轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，制定销售策略并完成业绩指标，具备较强的客户沟通能力。,liepin,https://liepin.example.invalid/jobs/166,2026-04-03,2026-06-02 03:15:30
lagou-00167,测试工程师,成都宏图软件有限公司,5-19K·13薪,成都,青羊区,5-10年,硕士,金融科技,100-499人,未融资,"Python,SQL,Linux",负责接口测试、自动化测试用例编写和质量保障，熟悉 Python 脚本和 SQL 查询，有 CI/CD 集成经验优先。,lagou,https://lagou.example.invalid/jobs/167,2026-04-16,2026-06-02 00:15:30
51job-00168,数据分析师,成都锦城软件有限公司,8-15K·14薪,成都,青羊区,5-10年,不限,教育培训,20-99人,A轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据看板搭建，熟练 SQL、Excel 和 Python，能独立完成分析报告。,51job,https://51job.example.invalid/jobs/168,2026-03-28,2026-06-03 11:15:30
lagou-00169,UI 设计师,成都蓉创科技有限公司,5-20K·13薪,成都,双流区,3-5年,本科,企业服务,20-99人,B轮,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范制定和交互细节优化，熟悉 Figma 和 PS，对用户体验有较高追求。,lagou,https://lagou.example.invalid/jobs/169,2026-05-22,2026-06-03 16:15:30
liepin-00170,数据分析师,成都天府信息有限公司,10-20K,成都,锦江区,3-5年,本科,教育培训,100-499人,A轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据看板搭建，熟练 SQL、Excel 和 Python，能独立完成分析报告。,liepin,https://liepin.example.invalid/jobs/170,2026-03-18,2026-06-04 06:15:30
lagou-00171,销售经理,成都锦城信息有限公司,6-18K,成都,双流区,1-3年,本科,企业服务,100-499人,上市公司,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，制定销售策略并完成业绩指标，具备较强的客户沟通能力。,lagou,https://lagou.example.invalid/jobs/171,2026-05-28,2026-06-03 12:15:30
liepin-00172,前端开发工程师,成都星河软件有限公司,11-21K·14薪,成都,双流区,3-5年,本科,金融科技,1000-9999人,A轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，参与组件库建设和性能优化，熟悉 React/Vue 技术栈，有 TypeScript 项目经验。,liepin,https://liepin.example.invalid/jobs/172,2026-04-08,2026-06-04 14:15:30
51job-00173,数据开发工程师,成都天府软件有限公司,10-29K,成都,武侯区,5-10年,本科,电子商务,500-999人,A轮,"SQL,Python,Spark,Hadoop,数据仓库",负责数据仓库建设和 ETL 流程开发，熟悉 Spark/Hive/Hadoop 生态，有海量数据处理经验优先。,51job,https://51job.example.invalid/jobs/173,2026-03-28,2026-06-02 21:15:30
51job-00174,前端开发工程师,成都宏图科技有限公司,11-24K,成都,高新区,1-3年,硕士,金融科技,20-99人,B轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，参与组件库建设和性能优化，熟悉 React/Vue 技术栈，有 TypeScript 项目经验。,51job,https://51job.example.invalid/jobs/174,2026-05-30,2026-06-04 11:15:30
51job-00175,算法工程师,成都蓉创科技有限公司,18-34K,成都,武侯区,1-3年,不限,金融科技,500-999人,上市公司,"Python,机器学习,深度学习,C++",负责推荐/搜索/广告等算法模型开发与优化，熟悉主流深度学习框架，有实际业务落地经验。,51job,https://51job.example.invalid/jobs/175,2026-03-13,2026-06-03 01:15:30
boss-00176,算法工程师,成都锦城信息有限公司,16-33K·14薪,成都,青羊区,5-10年,不限,互联网,500-999人,未融资,"Python,机器学习,深度学习,C++",负责推荐/搜索/广告等算法模型开发与优化，熟悉主流深度学习框架，有实际业务落地经验。,boss,https://boss.example.invalid/jobs/176,2026-04-04,2026-06-04 14:15:30
liepin-00177,电商运营,成都鼎新数据有限公司,4-14K,成都,武侯区,1-3年,硕士,企业服务,100-499人,上市公司,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备天猫/京东等电商平台运营经验，善于数据驱动增长。,liepin,https://liepin.example.invalid/jobs/177,2026-05-22,2026-06-04 10:15:30
lagou-00178,UI 设计师,成都锦城软件有限公司,9-13K·14薪,成都,天府新区,5-10年,大专,互联网,20-99人,天使轮,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范制定和交互细节优化，熟悉 Figma 和 PS，对用户体验有较高追求。,lagou,https://lagou.example.invalid/jobs/178,2026-04-21,2026-06-03 20:15:30
liepin-00179,数据开发工程师,成都蓉创科技有限公司,13-27K,成都,金牛区,3-5年,不限,企业服务,500-999人,天使轮,"SQL,Python,Spark,Hadoop,数据仓库",负责数据仓库建设和 ETL 流程开发，熟悉 Spark/Hive/Hadoop 生态，有海量数据处理经验优先。,liepin,https://liepin.example.invalid/jobs/179,2026-05-18,2026-06-03 16:15:30
51job-00180,UI 设计师,成都博思科技有限公司,6-19K,成都,高新区,5-10年,不限,教育培训,20-99人,A轮,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范制定和交互细节优化，熟悉 Figma 和 PS，对用户体验有较高追求。,51job,https://51job.example.invalid/jobs/180,2026-05-05,2026-06-02 08:15:30
51job-00181,运维工程师,成都云智科技有限公司,11-21K,成都,锦江区,3-5年,大专,互联网,20-99人,B轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署上线、监控告警和故障排查，熟悉 Linux、Docker 和 Kubernetes 容器编排。,51job,https://51job.example.invalid/jobs/181,2026-04-05,2026-06-04 14:15:30
liepin-00182,算法工程师,成都锦城数据有限公司,20-38K,成都,双流区,3-5年,不限,教育培训,100-499人,天使轮,"Python,机器学习,深度学习,C++",负责推荐/搜索/广告等算法模型开发与优化，熟悉主流深度学习框架，有实际业务落地经验。,liepin,https://liepin.example.invalid/jobs/182,2026-05-25,2026-06-02 03:15:30
51job-00183,运维工程师,成都天府科技有限公司,11-16K·13薪,成都,双流区,不限,硕士,教育培训,20-99人,A轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署上线、监控告警和故障排查，熟悉 Linux、Docker 和 Kubernetes 容器编排。,51job,https://51job.example.invalid/jobs/183,2026-05-05,2026-06-04 16:15:30
lagou-00184,Python 后端工程师,成都蓉创信息有限公司,11-21K,成都,天府新区,1-3年,本科,智能制造,20-99人,未融资,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，参与系统架构设计，使用 Python、FastAPI、PostgreSQL、Redis、Docker 构建稳定高效的微服务接口。,lagou,https://lagou.example.invalid/jobs/184,2026-04-21,2026-06-02 05:15:30
51job-00185,产品经理,成都鼎新科技有限公司,12-20K·13薪,成都,武侯区,1-3年,本科,软件服务,500-999人,未融资,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计工具和敏捷开发流程，具备跨团队沟通协调能力。,51job,https://51job.example.invalid/jobs/185,2026-04-02,2026-06-02 13:15:30
boss-00186,数据分析师,成都宏图数据有限公司,10-15K·13薪,成都,高新区,1-3年,大专,企业服务,20-99人,C轮及以上,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据看板搭建，熟练 SQL、Excel 和 Python，能独立完成分析报告。,boss,https://boss.example.invalid/jobs/186,2026-05-04,2026-06-04 18:15:30
51job-00187,测试工程师,成都星河科技有限公司,6-18K,成都,成华区,1-3年,不限,金融科技,20-99人,B轮,"Python,SQL,Linux",负责接口测试、自动化测试用例编写和质量保障，熟悉 Python 脚本和 SQL 查询，有 CI/CD 集成经验优先。,51job,https://51job.example.invalid/jobs/187,2026-05-26,2026-06-03 00:15:30
boss-00188,测试工程师,成都蓉创信息有限公司,5-19K·13薪,成都,金牛区,3-5年,硕士,企业服务,100-499人,上市公司,"Python,SQL,Linux",负责接口测试、自动化测试用例编写和质量保障，熟悉 Python 脚本和 SQL 查询，有 CI/CD 集成经验优先。,boss,https://boss.example.invalid/jobs/188,2026-05-10,2026-06-03 10:15:30
boss-00189,前端开发工程师,成都云智数据有限公司,7-23K,成都,青羊区,5-10年,本科,互联网,100-499人,C轮及以上,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，参与组件库建设和性能优化，熟悉 React/Vue 技术栈，有 TypeScript 项目经验。,boss,https://boss.example.invalid/jobs/189,2026-03-27,2026-06-03 03:15:30
51job-00190,电商运营,成都博思数据有限公司,4-13K·13薪,成都,武侯区,不限,不限,教育培训,100-499人,上市公司,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备天猫/京东等电商平台运营经验，善于数据驱动增长。,51job,https://51job.example.invalid/jobs/190,2026-05-30,2026-06-03 18:15:30
liepin-00191,销售经理,成都蓉创数据有限公司,8-17K·13薪,成都,锦江区,3-5年,本科,金融科技,500-999人,天使轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，制定销售策略并完成业绩指标，具备较强的客户沟通能力。,liepin,https://liepin.example.invalid/jobs/191,2026-05-05,2026-06-03 10:15:30
lagou-00192,前端开发工程师,成都宏图数据有限公司,11-18K·13薪,成都,武侯区,不限,本科,企业服务,100-499人,B轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，参与组件库建设和性能优化，熟悉 React/Vue 技术栈，有 TypeScript 项目经验。,lagou,https://lagou.example.invalid/jobs/192,2026-05-14,2026-06-02 14:15:30
lagou-00193,产品经理,成都天府数据有限公司,8-20K,成都,成华区,不限,大专,电子商务,1000-9999人,C轮及以上,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计工具和敏捷开发流程，具备跨团队沟通协调能力。,lagou,https://lagou.example.invalid/jobs/193,2026-03-07,2026-06-04 18:15:30
liepin-00194,产品经理,成都天府科技有限公司,9-19K·13薪,成都,天府新区,不限,大专,互联网,20-99人,未融资,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计工具和敏捷开发流程，具备跨团队沟通协调能力。,liepin,https://liepin.example.invalid/jobs/194,2026-03-25,2026-06-02 01:15:30
boss-00195,数据分析师,成都星河信息有限公司,9-20K·13薪,成都,成华区,1-3年,不限,企业服务,500-999人,未融资,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据看板搭建，熟练 SQL、Excel 和 Python，能独立完成分析报告。,boss,https://boss.example.invalid/jobs/195,2026-05-26,2026-06-04 21:15:30
liepin-00196,Python 后端工程师,成都博思信息有限公司,11-27K,成都,天府新区,1-3年,大专,电子商务,500-999人,B轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，参与系统架构设计，使用 Python、FastAPI、PostgreSQL、Redis、Docker 构建稳定高效的微服务接口。,liepin,https://liepin.example.invalid/jobs/196,2026-06-01,2026-06-02 23:15:30
51job-00197,销售经理,成都宏图科技有限公司,8-20K,成都,天府新区,3-5年,硕士,软件服务,1000-9999人,天使轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，制定销售策略并完成业绩指标，具备较强的客户沟通能力。,51job,https://51job.example.invalid/jobs/197,2026-04-13,2026-06-02 01:15:30
liepin-00198,算法工程师,成都宏图数据有限公司,20-32K·14薪,成都,金牛区,3-5年,硕士,电子商务,100-499人,未融资,"Python,机器学习,深度学习,C++",负责推荐/搜索/广告等算法模型开发与优化，熟悉主流深度学习框架，有实际业务落地经验。,liepin,https://liepin.example.invalid/jobs/198,2026-04-04,2026-06-02 02:15:30
boss-00199,数据分析师,成都天府信息有限公司,6-19K,成都,天府新区,1-3年,大专,电子商务,20-99人,天使轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据看板搭建，熟练 SQL、Excel 和 Python，能独立完成分析报告。,boss,https://boss.example.invalid/jobs/199,2026-03-29,2026-06-03 02:15:30
lagou-00200,测试工程师,成都云智数据有限公司,6-14K·14薪,成都,金牛区,1-3年,大专,企业服务,1000-9999人,C轮及以上,"Python,SQL,Linux",负责接口测试、自动化测试用例编写和质量保障，熟悉 Python 脚本和 SQL 查询，有 CI/CD 集成经验优先。,lagou,https://lagou.example.invalid/jobs/200,2026-03-07,2026-06-03 02:15:30
boss-00201,电商运营,成都云智软件有限公司,4-12K,成都,青羊区,3-5年,大专,企业服务,100-499人,A轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备天猫/京东等电商平台运营经验，善于数据驱动增长。,boss,https://boss.example.invalid/jobs/201,2026-03-19,2026-06-03 19:15:30
lagou-00202,Python 后端工程师,成都星河数据有限公司,10-23K·13薪,成都,武侯区,不限,本科,电子商务,500-999人,天使轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，参与系统架构设计，使用 Python、FastAPI、PostgreSQL、Redis、Docker 构建稳定高效的微服务接口。,lagou,https://lagou.example.invalid/jobs/202,2026-03-29,2026-06-03 01:15:30
lagou-00203,算法工程师,成都博思数据有限公司,19-37K,成都,金牛区,1-3年,大专,智能制造,20-99人,上市公司,"Python,机器学习,深度学习,C++",负责推荐/搜索/广告等算法模型开发与优化，熟悉主流深度学习框架，有实际业务落地经验。,lagou,https://lagou.example.invalid/jobs/203,2026-05-07,2026-06-04 01:15:30
51job-00204,销售经理,成都星河软件有限公司,4-19K,成都,青羊区,3-5年,不限,软件服务,500-999人,A轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，制定销售策略并完成业绩指标，具备较强的客户沟通能力。,51job,https://51job.example.invalid/jobs/204,2026-03-15,2026-06-01 23:15:30
boss-00205,数据开发工程师,成都星河数据有限公司,12-29K,成都,成华区,不限,不限,互联网,1000-9999人,B轮,"SQL,Python,Spark,Hadoop,数据仓库",负责数据仓库建设和 ETL 流程开发，熟悉 Spark/Hive/Hadoop 生态，有海量数据处理经验优先。,boss,https://boss.example.invalid/jobs/205,2026-05-09,2026-06-03 16:15:30
51job-00206,运维工程师,成都天府信息有限公司,10-21K·13薪,成都,双流区,不限,不限,电子商务,20-99人,A轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署上线、监控告警和故障排查，熟悉 Linux、Docker 和 Kubernetes 容器编排。,51job,https://51job.example.invalid/jobs/206,2026-05-23,2026-06-02 10:15:30
