source_job_id,title,company_name,salary_text,city,district,experience,education,industry,company_size,financing_stage,skills,description,source,source_url,publish_time
sample-0097,UI 设计师,成都天府科技有限公司44,6-19K·14薪,成都,双流区,5-10年,硕士,智能制造,20-99人,A轮,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/97,2026-05-05
sample-0098,运维工程师,成都云智科技有限公司9,9-19K·13薪,成都,天府新区,不限,不限,金融科技,20-99人,上市公司,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/98,2026-05-15
sample-0099,测试工程师,成都锦城科技有限公司53,6-12K·13薪,成都,武侯区,5-10年,不限,电子商务,500-999人,A轮,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/99,2026-03-10
sample-0100,Java 开发工程师,成都云智科技有限公司29,12-22K,成都,天府新区,3-5年,本科,互联网,500-999人,C轮及以上,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/100,2026-03-11
sample-0101,数据分析师,成都锦城科技有限公司35,9-15K·13薪,成都,锦江区,3-5年,本科,互联网,100-499人,天使轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/101,2026-05-31
sample-0102,销售经理,成都蓉创科技有限公司12,7-18K,成都,高新区,1-3年,硕士,金融科技,1000-9999人,A轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/102,2026-03-14
sample-0103,前端开发工程师,成都星河科技有限公司7,9-21K·13薪,成都,武侯区,1-3年,不限,智能制造,20-99人,A轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/103,2026-03-23
sample-0104,电商运营,成都蓉创科技有限公司28,7-18K·14薪,成都,成华区,不限,本科,金融科技,20-99人,A轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/104,2026-04-11
sample-0105,销售经理,成都云智科技有限公司77,7-21K,成都,双流区,不限,大专,电子商务,100-499人,天使轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/105,2026-05-06
sample-0106,产品经理,成都星河科技有限公司56,10-24K,成都,天府新区,1-3年,硕士,教育培训,100-499人,C轮及以上,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/106,2026-06-03
sample-0107,UI 设计师,成都天府科技有限公司3,7-14K·14薪,成都,双流区,不限,本科,教育培训,1000-9999人,C轮及以上,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/107,2026-05-29
sample-0108,运维工程师,成都星河科技有限公司42,10-19K,成都,高新区,5-10年,本科,互联网,1000-9999人,未融资,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/108,2026-04-13
sample-0109,数据分析师,成都星河科技有限公司44,9-21K,成都,成华区,3-5年,大专,互联网,20-99人,C轮及以上,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/109,2026-04-14
sample-0110,UI 设计师,成都云智科技有限公司31,6-18K·13薪,成都,锦江区,1-3年,本科,软件服务,100-499人,C轮及以上,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/110,2026-03-13
sample-0111,前端开发工程师,成都蓉创科技有限公司73,7-19K·14薪,成都,天府新区,3-5年,本科,软件服务,1000-9999人,未融资,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/111,2026-04-05
sample-0112,电商运营,成都蓉创科技有限公司46,7-15K·13薪,成都,高新区,不限,本科,金融科技,1000-9999人,未融资,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/112,2026-03-20
sample-0113,Python 后端工程师,成都蓉创科技有限公司79,12-25K,成都,武侯区,5-10年,硕士,教育培训,20-99人,B轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/113,2026-03-13
sample-0114,销售经理,成都天府科技有限公司8,5-22K·14薪,成都,锦江区,不限,本科,智能制造,20-99人,C轮及以上,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/114,2026-03-31
sample-0115,前端开发工程师,成都锦城科技有限公司47,7-20K·14薪,成都,锦江区,3-5年,硕士,金融科技,500-999人,上市公司,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/115,2026-04-08
sample-0116,销售经理,成都天府科技有限公司72,4-22K,成都,武侯区,3-5年,本科,智能制造,100-499人,A轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/116,2026-04-22
sample-0117,Java 开发工程师,成都蓉创科技有限公司17,12-21K·13薪,成都,双流区,不限,本科,教育培训,1000-9999人,上市公司,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/117,2026-04-25
sample-0118,测试工程师,成都锦城科技有限公司3,6-13K·14薪,成都,金牛区,3-5年,大专,软件服务,500-999人,B轮,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/118,2026-03-30
sample-0119,数据分析师,成都蓉创科技有限公司13,7-17K,成都,成华区,不限,本科,企业服务,100-499人,C轮及以上,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/119,2026-05-25
sample-0120,运维工程师,成都云智科技有限公司57,8-17K,成都,锦江区,5-10年,本科,智能制造,100-499人,B轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/120,2026-03-07
sample-0121,销售经理,成都天府科技有限公司40,6-24K,成都,青羊区,1-3年,本科,智能制造,1000-9999人,B轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/121,2026-03-27
sample-0122,产品经理,成都云智科技有限公司33,11-25K,成都,锦江区,5-10年,本科,教育培训,20-99人,上市公司,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/122,2026-05-09
sample-0123,UI 设计师,成都蓉创科技有限公司58,5-17K,成都,成华区,1-3年,硕士,互联网,100-499人,B轮,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/123,2026-05-14
sample-0124,测试工程师,成都天府科技有限公司31,5-18K,成都,金牛区,不限,本科,软件服务,20-99人,A轮,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/124,2026-04-14
sample-0125,Java 开发工程师,成都星河科技有限公司61,10-21K,成都,成华区,5-10年,硕士,教育培训,20-99人,未融资,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/125,2026-05-30
sample-0126,Python 后端工程师,成都锦城科技有限公司15,12-24K,成都,双流区,1-3年,本科,互联网,20-99人,天使轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/126,2026-03-25
sample-0127,运维工程师,成都蓉创科技有限公司77,11-22K,成都,天府新区,不限,大专,智能制造,100-499人,A轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/127,2026-05-20
sample-0128,运维工程师,成都云智科技有限公司24,7-20K,成都,双流区,3-5年,不限,教育培训,20-99人,B轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/128,2026-03-22
sample-0129,电商运营,成都云智科技有限公司46,4-17K·13薪,成都,高新区,3-5年,大专,智能制造,20-99人,C轮及以上,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/129,2026-05-02
sample-0130,测试工程师,成都天府科技有限公司23,6-12K·13薪,成都,金牛区,5-10年,大专,企业服务,100-499人,未融资,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/130,2026-03-26
sample-0131,电商运营,成都锦城科技有限公司6,4-15K,成都,青羊区,3-5年,硕士,企业服务,1000-9999人,A轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/131,2026-05-29
sample-0132,Python 后端工程师,成都云智科技有限公司35,11-25K·13薪,成都,金牛区,3-5年,硕士,金融科技,1000-9999人,B轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/132,2026-05-28
sample-0133,测试工程师,成都天府科技有限公司11,6-19K·14薪,成都,成华区,不限,硕士,教育培训,100-499人,C轮及以上,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/133,2026-04-17
sample-0134,产品经理,成都天府科技有限公司40,10-20K,成都,成华区,5-10年,大专,智能制造,1000-9999人,A轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/134,2026-04-23
sample-0135,电商运营,成都天府科技有限公司10,4-16K·14薪,成都,高新区,3-5年,大专,互联网,100-499人,C轮及以上,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/135,2026-04-29
sample-0136,电商运营,成都天府科技有限公司47,4-13K,成都,金牛区,不限,大专,智能制造,1000-9999人,A轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/136,2026-05-04
sample-0137,测试工程师,成都锦城科技有限公司51,8-13K,成都,金牛区,3-5年,大专,互联网,20-99人,上市公司,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/137,2026-03-28
sample-0138,前端开发工程师,成都星河科技有限公司58,10-23K,成都,成华区,3-5年,硕士,软件服务,20-99人,天使轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/138,2026-05-01
sample-0139,Java 开发工程师,成都云智科技有限公司45,11-21K·14薪,成都,金牛区,3-5年,本科,企业服务,100-499人,上市公司,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/139,2026-05-23
sample-0140,前端开发工程师,成都天府科技有限公司31,9-20K,成都,锦江区,不限,本科,教育培训,500-999人,B轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/140,2026-05-09
sample-0141,UI 设计师,成都蓉创科技有限公司62,6-14K,成都,双流区,5-10年,硕士,企业服务,20-99人,天使轮,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/141,2026-04-25
sample-0142,测试工程师,成都蓉创科技有限公司17,5-19K·14薪,成都,金牛区,1-3年,大专,金融科技,20-99人,未融资,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/142,2026-03-08
sample-0143,UI 设计师,成都锦城科技有限公司29,6-17K,成都,金牛区,3-5年,不限,电子商务,100-499人,上市公司,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/143,2026-05-14
sample-0144,UI 设计师,成都星河科技有限公司65,7-15K·13薪,成都,武侯区,1-3年,大专,智能制造,500-999人,C轮及以上,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/144,2026-03-17
sample-0145,Python 后端工程师,成都蓉创科技有限公司27,10-22K,成都,成华区,5-10年,不限,金融科技,500-999人,上市公司,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/145,2026-03-13
sample-0146,产品经理,成都云智科技有限公司10,11-22K·14薪,成都,天府新区,1-3年,硕士,金融科技,1000-9999人,B轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/146,2026-04-26
sample-0147,数据分析师,成都星河科技有限公司52,8-17K·13薪,成都,金牛区,3-5年,不限,电子商务,100-499人,B轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/147,2026-04-24
sample-0148,Java 开发工程师,成都锦城科技有限公司7,10-26K,成都,武侯区,5-10年,硕士,软件服务,100-499人,A轮,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/148,2026-05-16
sample-0149,销售经理,成都锦城科技有限公司64,6-20K,成都,天府新区,5-10年,不限,互联网,1000-9999人,C轮及以上,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/149,2026-04-01
sample-0150,电商运营,成都天府科技有限公司37,5-14K·13薪,成都,高新区,5-10年,本科,教育培训,20-99人,未融资,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/150,2026-05-28
sample-0151,运维工程师,成都天府科技有限公司6,8-19K·13薪,成都,金牛区,不限,大专,电子商务,500-999人,未融资,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/151,2026-04-13
sample-0152,运维工程师,成都云智科技有限公司17,11-22K·13薪,成都,武侯区,5-10年,本科,企业服务,500-999人,C轮及以上,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/152,2026-03-16
sample-0153,测试工程师,成都云智科技有限公司6,6-15K·14薪,成都,高新区,1-3年,本科,企业服务,1000-9999人,C轮及以上,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/153,2026-03-31
sample-0154,电商运营,成都天府科技有限公司21,5-13K·13薪,成都,金牛区,3-5年,本科,教育培训,1000-9999人,上市公司,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/154,2026-03-17
sample-0155,销售经理,成都天府科技有限公司15,6-24K,成都,金牛区,3-5年,不限,教育培训,1000-9999人,A轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/155,2026-04-17
sample-0156,销售经理,成都蓉创科技有限公司22,8-20K,成都,天府新区,5-10年,大专,企业服务,100-499人,未融资,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/156,2026-03-21
sample-0157,销售经理,成都星河科技有限公司54,4-20K,成都,金牛区,5-10年,大专,金融科技,1000-9999人,上市公司,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/157,2026-04-08
sample-0158,Python 后端工程师,成都天府科技有限公司68,11-24K·13薪,成都,天府新区,3-5年,大专,金融科技,500-999人,C轮及以上,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/158,2026-03-11
sample-0159,测试工程师,成都锦城科技有限公司72,7-19K,成都,成华区,1-3年,本科,企业服务,500-999人,上市公司,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/159,2026-05-03
sample-0160,数据分析师,成都云智科技有限公司37,9-20K·14薪,成都,成华区,5-10年,硕士,企业服务,500-999人,天使轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/160,2026-04-20
sample-0161,产品经理,成都天府科技有限公司33,8-23K,成都,天府新区,1-3年,大专,企业服务,500-999人,C轮及以上,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/161,2026-04-20
sample-0162,产品经理,成都星河科技有限公司68,9-20K,成都,高新区,1-3年,不限,互联网,1000-9999人,A轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/162,2026-05-03
sample-0163,电商运营,成都天府科技有限公司53,4-13K,成都,锦江区,5-10年,大专,企业服务,500-999人,A轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/163,2026-03-25
sample-0164,产品经理,成都天府科技有限公司23,8-20K,成都,高新区,1-3年,不限,企业服务,1000-9999人,B轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/164,2026-03-27
sample-0165,前端开发工程师,成都锦城科技有限公司43,9-17K,成都,武侯区,5-10年,硕士,软件服务,1000-9999人,A轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/165,2026-04-26
sample-0166,数据分析师,成都云智科技有限公司24,6-20K,成都,成华区,3-5年,本科,教育培训,100-499人,天使轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/166,2026-04-06
sample-0167,销售经理,成都星河科技有限公司13,7-23K·13薪,成都,双流区,1-3年,硕士,电子商务,100-499人,未融资,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/167,2026-05-23
sample-0168,产品经理,成都蓉创科技有限公司39,11-22K·14薪,成都,金牛区,不限,本科,智能制造,500-999人,上市公司,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/168,2026-04-30
sample-0169,数据分析师,成都蓉创科技有限公司52,6-16K·14薪,成都,锦江区,3-5年,不限,智能制造,500-999人,A轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/169,2026-04-25
sample-0170,销售经理,成都蓉创科技有限公司59,5-20K,成都,锦江区,3-5年,硕士,智能制造,1000-9999人,C轮及以上,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/170,2026-04-03
sample-0171,数据分析师,成都蓉创科技有限公司10,7-16K·14薪,成都,金牛区,不限,不限,企业服务,100-499人,C轮及以上,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/171,2026-03-28
sample-0172,UI 设计师,成都星河科技有限公司15,6-15K·13薪,成都,天府新区,5-10年,不限,教育培训,1000-9999人,未融资,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/172,2026-03-29
sample-0173,电商运营,成都天府科技有限公司72,5-17K·14薪,成都,高新区,3-5年,不限,金融科技,500-999人,未融资,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/173,2026-03-23
sample-0174,数据分析师,成都蓉创科技有限公司9,10-16K,成都,金牛区,不限,不限,金融科技,20-99人,A轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/174,2026-04-10
sample-0175,运维工程师,成都天府科技有限公司58,8-17K·14薪,成都,双流区,5-10年,不限,智能制造,100-499人,上市公司,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/175,2026-04-17
sample-0176,测试工程师,成都云智科技有限公司29,5-14K·14薪,成都,锦江区,不限,本科,金融科技,1000-9999人,C轮及以上,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/176,2026-03-28
sample-0177,运维工程师,成都星河科技有限公司36,8-18K·14薪,成都,锦江区,不限,不限,企业服务,1000-9999人,C轮及以上,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/177,2026-04-20
sample-0178,Python 后端工程师,成都蓉创科技有限公司58,11-24K,成都,高新区,不限,大专,智能制造,20-99人,B轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/178,2026-05-22
sample-0179,电商运营,成都蓉创科技有限公司30,5-14K,成都,成华区,3-5年,本科,软件服务,500-999人,天使轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/179,2026-05-17
sample-0180,UI 设计师,成都蓉创科技有限公司72,6-19K·13薪,成都,高新区,1-3年,硕士,教育培训,1000-9999人,未融资,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/180,2026-04-29
sample-0181,测试工程师,成都天府科技有限公司39,8-17K·14薪,成都,锦江区,1-3年,硕士,软件服务,100-499人,A轮,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/181,2026-04-12
sample-0182,前端开发工程师,成都星河科技有限公司50,10-17K·14薪,成都,锦江区,3-5年,大专,电子商务,20-99人,B轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/182,2026-04-11
sample-0183,测试工程师,成都蓉创科技有限公司78,5-15K,成都,双流区,不限,不限,软件服务,100-499人,B轮,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/183,2026-04-30
sample-0184,数据分析师,成都天府科技有限公司16,8-19K,成都,青羊区,1-3年,大专,金融科技,100-499人,C轮及以上,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/184,2026-05-07
sample-0185,测试工程师,成都锦城科技有限公司40,7-18K·14薪,成都,金牛区,3-5年,硕士,金融科技,20-99人,上市公司,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/185,2026-03-27
sample-0186,电商运营,成都蓉创科技有限公司6,6-14K·13薪,成都,双流区,1-3年,大专,互联网,500-999人,C轮及以上,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/186,2026-04-24
sample-0187,销售经理,成都星河科技有限公司43,8-23K·13薪,成都,青羊区,5-10年,大专,金融科技,500-999人,A轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/187,2026-05-15
sample-0188,电商运营,成都蓉创科技有限公司18,7-18K,成都,锦江区,5-10年,大专,教育培训,20-99人,C轮及以上,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/188,2026-04-19
sample-0189,Python 后端工程师,成都云智科技有限公司30,10-21K,成都,锦江区,1-3年,不限,软件服务,1000-9999人,A轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/189,2026-04-12
sample-0190,Python 后端工程师,成都蓉创科技有限公司69,14-28K·14薪,成都,高新区,5-10年,不限,互联网,500-999人,C轮及以上,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/190,2026-06-01
sample-0191,产品经理,成都星河科技有限公司68,8-25K,成都,武侯区,1-3年,大专,教育培训,500-999人,A轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/191,2026-05-21
sample-0192,产品经理,成都星河科技有限公司73,11-20K·13薪,成都,天府新区,1-3年,本科,智能制造,20-99人,上市公司,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/192,2026-04-13
sample-0193,Python 后端工程师,成都云智科技有限公司8,10-27K·14薪,成都,天府新区,1-3年,不限,金融科技,1000-9999人,上市公司,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/193,2026-04-16
